hammer_commit	toolchain	crush_commit	crush_dirty	crush_root
df4dd13671412591d678eada250b04c030fd4d40	leanprover/lean4:v4.32.2	c60aa1767911ae5efbef3010047ab307e209e189	true	/Users/mikedh/Documents/lean-crush
