hammer_commit	toolchain	duper_commit	duper_timeout	crush_commit	crush_dirty	crush_root
df4dd13671412591d678eada250b04c030fd4d40	leanprover/lean4:v4.32.2	ca7c5862bee2e62e019e6a1b70ce95612b6b6365	5	eeecec410864b3f0d8f59b5555b0996f5478d701	true	/Users/mikedh/Documents/lean-crush
